year,suburbName,postcode,businessName,industryCode,industryName,x-coordinate,y-coordinate
2016,Melbourne (CBD),3000,Sarti Restaurant & Bar,4511,Cafes and Restaurants,144.9675807,-37.81390779
2016,Melbourne (CBD),3000,Bluestone Restaurant / Bluestone Downstairs,4511,Cafes and Restaurants,144.9628549,-37.81789895
2016,Melbourne (CBD),3000,Blu Nite,4511,Cafes and Restaurants,144.9632538,-37.81706705
2016,Melbourne (CBD),3000,Mr Kitchen,4511,Cafes and Restaurants,144.9675678,-37.8123356
2006,Melbourne (CBD),3000,Cafe Bakpak,4511,Cafes and Restaurants,144.9591538,-37.80895967
2006,Melbourne (CBD),3000,Yoyogi Japanese Cafe,4511,Cafes and Restaurants,144.9650158,-37.81284647
2006,Melbourne (CBD),3000,Tempo,4511,Cafes and Restaurants,144.9659973,-37.81752037
2006,Melbourne (CBD),3000,Verge Restuarant,4511,Cafes and Restaurants,144.9741019,-37.81454561
2006,Melbourne (CBD),3000,La Barista,4511,Cafes and Restaurants,144.9608186,-37.81804618
2006,Melbourne (CBD),3000,Strozzi Restaurant,4511,Cafes and Restaurants,144.9632538,-37.81706705
2006,Melbourne (CBD),3000,Yummy Sushi,4511,Cafes and Restaurants,144.9638971,-37.81719967
2006,Melbourne (CBD),3000,Spicey Noodle Cafe,4511,Cafes and Restaurants,144.96321,-37.80953222
2006,Melbourne (CBD),3000,Cafe Kinetic,4511,Cafes and Restaurants,144.9709643,-37.81556733
2006,Melbourne (CBD),3000,Yu-U Japanese Restaurant,4511,Cafes and Restaurants,144.9700425,-37.8157316
2006,Melbourne (CBD),3000,Robot Cafe,4511,Cafes and Restaurants,144.9638971,-37.81719967
2006,Melbourne (CBD),3000,Corporate Health Clubs,9111,Health and Fitness Centres and Gymnasia Operation,144.9726281,-37.81430616
2006,Melbourne (CBD),3000,Energy Food & Juice Bar,4511,Cafes and Restaurants,144.9599965,-37.81679183
2006,Melbourne (CBD),3000,Treasury,4511,Cafes and Restaurants,144.9610454,-37.81666775
2006,Melbourne (CBD),3000,Starbucks Coffee Company,4511,Cafes and Restaurants,144.9597623,-37.81703239
2006,Melbourne (CBD),3000,Louis Gourmet Lunch,4511,Cafes and Restaurants,144.9592899,-37.81713691
2006,Melbourne (CBD),3000,Zuffa,4511,Cafes and Restaurants,144.9621844,-37.81615528
2011,Melbourne (CBD),3000,Cho Gao,4511,Cafes and Restaurants,144.9630189,-37.81073331
2011,Melbourne (CBD),3000,Pancake Parlour,4511,Cafes and Restaurants,144.9630189,-37.81073331
2011,Melbourne (CBD),3000,Mekong Vietnam,4511,Cafes and Restaurants,144.9647784,-37.81239263
2011,Melbourne (CBD),3000,MK Minimart,4110,Supermarket and Grocery Stores,144.9648395,-37.8125239
2011,Melbourne (CBD),3000,Old Town Cafe,4511,Cafes and Restaurants,144.9645317,-37.81185964
2011,Melbourne (CBD),3000,Lorca,4511,Cafes and Restaurants,144.9654744,-37.81664468
2011,Melbourne (CBD),3000,Aix Cafe Creperie Salon,4511,Cafes and Restaurants,144.9655966,-37.8166033
2011,Melbourne (CBD),3000,Nam Loong,4511,Cafes and Restaurants,144.9671667,-37.81140869
2011,Melbourne (CBD),3000,Hot Space Sichuan Bar,4511,Cafes and Restaurants,144.9672365,-37.81156167
2006,Melbourne (CBD),3000,D Corner Cafe,4511,Cafes and Restaurants,144.9720412,-37.81584246
2006,Melbourne (CBD),3000,Red Lettuce Cafe,4511,Cafes and Restaurants,144.9720412,-37.81584246
2006,Melbourne (CBD),3000,Bisq Cafeteria,4511,Cafes and Restaurants,144.9708344,-37.81560645
